,dsd_name,code_7,gnd_name,dsd_name_x,dist_name,prov_name,dsd_id,dsd_name_y,district_name,headcount_index,n_poor
3664,Rajanganaya,7142100,panthiyawa,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3665,Rajanganaya,7142095,Sirimapura,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3666,Rajanganaya,7142090,4 1/2 Kanuwa,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3667,Rajanganaya,7142080,Maha Thimbirikalla,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3668,Rajanganaya,7142070,Naigala,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3669,Rajanganaya,7142065,Track 3,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3670,Rajanganaya,7142025,Track 9 - 10,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3671,Rajanganaya,7142015,Veheragala,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3672,Rajanganaya,7142010,Track 16  - 17,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3673,Rajanganaya,7142005,Track 13 - 18,Rajanganaya,Anuradhapura,North Central,262,Rajanganaya,Anuradhapura,5.69,"1,860"
3674,Kaduwela,1109085,Nawagamuwa South,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3675,Kaduwela,1109095,Ranala,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3676,Kaduwela,1109080,Korathota,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3677,Kaduwela,1109045,Pahala Bomiriya B,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3678,Kaduwela,1109025,Pahala Bomiriya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3679,Kaduwela,1109040,Nawagamuwa,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3680,Kaduwela,1109035,Wekewatta,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3681,Kaduwela,1109030,Ihala Bomiriya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3682,Kaduwela,1109010,Raggahawatta,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3683,Kaduwela,1109100,Dedigamuwa,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3684,Kaduwela,1109105,Embilladeniya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3685,Kaduwela,1109150,Thalangama North A,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3686,Kaduwela,1109145,Muttettugoda,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3687,Kaduwela,1109190,Pothuarawa,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3688,Kaduwela,1109225,Arangala,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3689,Kaduwela,1109130,Malabe West,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3690,Kaduwela,1109065,Thalahena North,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3691,Kaduwela,1109255,Battaramulla South,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3692,Kaduwela,1109265,Pahalawela,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3693,Kaduwela,1109015,Hewagama,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3694,Kaduwela,1109060,Mahadeniya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3695,Kaduwela,1109285,Athurugiriya South,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3696,Kaduwela,1109210,Thaldiyawala,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3697,Kaduwela,1109215,Boralugoda,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3698,Kaduwela,1109170,Subhoothipura,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3699,Kaduwela,1109155,Walpola,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3700,Kaduwela,1109175,Udumulla,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3701,Kaduwela,1109165,Kotuwegoda,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3702,Kaduwela,1109160,Kalapaluwawa,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3703,Kaduwela,1109185,Batapotha,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3704,Kaduwela,1109180,Battaramulla North,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3705,Kaduwela,1109260,Rajamalwatta,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3706,Kaduwela,1109250,Asiri Uyana,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3707,Kaduwela,1109280,Hokandara South,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3708,Kaduwela,1109230,Evarihena,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3709,Kaduwela,1109240,Jayawadanagama,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3710,Kaduwela,1109275,Wellangiriya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3711,Kaduwela,1109220,Hokandara East,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3712,Kaduwela,1109120,Pore,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3713,Kaduwela,1109115,Shanthalokagama,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3714,Kaduwela,1109075,Thunadahena,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3715,Kaduwela,1109195,Hokandara North,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3716,Kaduwela,1109125,Malabe East,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3717,Kaduwela,1109070,Malabe North,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3718,Kaduwela,1109020,Kaduwela,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3719,Kaduwela,1109135,Thalangama North B,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3720,Kaduwela,1109205,Athurugiriya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3721,Kaduwela,1109200,Oruwala,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3722,Kaduwela,1109055,Kothalawala,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3723,Kaduwela,1109050,Welihinda,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3724,Kaduwela,1109140,Thalahena South,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3725,Kaduwela,1109005,Welivita,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3726,Kaduwela,1109090,Batewela,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3727,Kaduwela,1109245,Aruppitiya,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3728,Kaduwela,1109270,Wickramasinghapura,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3729,Kaduwela,1109235,Kumaragewatta,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3730,Kaduwela,1109110,Welipillewa,Kaduwela,Colombo,Western,3,Kaduwela,Colombo,1.93,"4,733"
3731,Katana,1206265,Amandoluwa,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3732,Katana,1206210,Kurana Katunayaka Central,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3733,Katana,1206250,Muthuwadiya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3734,Katana,1206230,Katunayaka South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3735,Katana,1206225,Katunayaka North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3736,Katana,1206205,Air Force Camp,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3737,Katana,1206290,Heenatiyana South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3738,Katana,1206295,Heenatiyana East,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3739,Katana,1206050,Ethgala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3740,Katana,1206090,Kondagammulla,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3741,Katana,1206115,Sellakanda,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3742,Katana,1206125,Mahahunupitiya West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3743,Katana,1206130,Mahahunupitiya East,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3744,Katana,1206020,Thoppuwa,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3745,Katana,1206075,Ethgala South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3746,Katana,1206105,K.C. De Silva Puraya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3747,Katana,1206135,Pahala Kadirana,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3748,Katana,1206150,Kadirana South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3749,Katana,1206160,Kimbulapitiya North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3750,Katana,1206165,Kimbulapitiya South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3751,Katana,1206185,Andiambalama East,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3752,Katana,1206175,Andiambalama West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3753,Katana,1206310,Raddolugama South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3754,Katana,1206305,Raddolugama North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3755,Katana,1206315,Raddolugama South A,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3756,Katana,1206375,Kasagahawatta,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3757,Katana,1206390,Udammita South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3758,Katana,1206385,Alawathupitiya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3759,Katana,1206275,Kuswala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3760,Katana,1206345,Bandarawatta East,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3761,Katana,1206335,Mookalangamuwa West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3762,Katana,1206340,Mookalangamuwa East,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3763,Katana,1206140,Kadirana,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3764,Katana,1206145,Akkara 50,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3765,Katana,1206120,Katuwapitiya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3766,Katana,1206065,Welihena South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3767,Katana,1206005,Muruthana,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3768,Katana,1206035,Katana East,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3769,Katana,1206025,Bambukuliya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3770,Katana,1206380,Udammita North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3771,Katana,1206015,Udangawa,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3772,Katana,1206010,Manaveriya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3773,Katana,1206055,Adikkandiya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3774,Katana,1206060,Welihena North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3775,Katana,1206030,Katana North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3776,Katana,1206085,Kaluwarippuwa West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3777,Katana,1206080,Ihala Kandawala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3778,Katana,1206040,Katana West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3779,Katana,1206045,Maha Ethgala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3780,Katana,1206155,Kimbulapitiya West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3781,Katana,1206095,Katiyala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3782,Katana,1206100,Kadirana North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3783,Katana,1206070,Pahala Kandawala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3784,Katana,1206180,Walpola,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3785,Katana,1206200,Evariwatta,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3786,Katana,1206170,Kimbulapitiya Central,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3787,Katana,1206195,Kovinna,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3788,Katana,1206190,Dewamottawa,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3789,Katana,1206110,Thimbirigaskatuwa,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3790,Katana,1206220,Kurana Katunayaka South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3791,Katana,1206215,Kurana Katunayaka North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3792,Katana,1206255,Liyanagemulla North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3793,Katana,1206260,Liyanagemulla South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3794,Katana,1206240,Kalahapitiya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3795,Katana,1206235,Walangoda,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3796,Katana,1206330,Seeduwa,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3797,Katana,1206270,Thempala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3798,Katana,1206245,Madawala,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3799,Katana,1206285,Heenatiyana West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3800,Katana,1206280,Ganepola,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3801,Katana,1206370,Kotugoda,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3802,Katana,1206360,Raddoluwa South,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3803,Katana,1206365,Lansiyawadiya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3804,Katana,1206395,Ambalammulla,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3805,Katana,1206350,Bandarawatta West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3806,Katana,1206355,Dambaduraya,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3807,Katana,1206300,Raddolugama North A,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3808,Katana,1206320,Raddoluwa North,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3809,Katana,1206325,Raddoluwa West,Katana,Gampaha,Western,15,Katana,Gampaha,4.07,"9,288"
3810,Wattala,1218035,Pulluhena,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3811,Wattala,1218210,Kurunduhena,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3812,Wattala,1218195,Nayakakanda South,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3813,Wattala,1218065,Welisara,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3814,Wattala,1218080,Mahabage,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3815,Wattala,1218130,Kerangahapokuna,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3816,Wattala,1218115,Thuduwegedara,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3817,Wattala,1218120,Galudupita,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3818,Wattala,1218040,Paranambalama,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3819,Wattala,1218075,Uswetakeiyawa,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3820,Wattala,1218005,Pamunugama,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3821,Wattala,1218010,Maha Pamunugama,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3822,Wattala,1218030,Bopitiya,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3823,Wattala,1218230,Hekitta,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3824,Wattala,1218200,Thimbirigasyaya,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3825,Wattala,1218190,Hendala South,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3826,Wattala,1218215,Evariwatta,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3827,Wattala,1218185,Hendala North,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3828,Wattala,1218220,Telangapatha,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3829,Wattala,1218225,Galwetiya,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3830,Wattala,1218180,Wattala,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3831,Wattala,1218170,Mabola,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3832,Wattala,1218175,Welikadamulla,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3833,Wattala,1218085,Elapitiwala,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3834,Wattala,1218105,Kurukulawa South,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3835,Wattala,1218110,Heenkenda,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3836,Wattala,1218090,Horapethuduwa,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3837,Wattala,1218095,Horape,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3838,Wattala,1218100,Kurukulawa North,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3839,Wattala,1218050,Kunjawatta,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3840,Wattala,1218025,Bopitiyathuduwa,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3841,Wattala,1218020,Delathura East,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3842,Wattala,1218015,Delathura West,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3843,Wattala,1218045,Nugape,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3844,Wattala,1218070,Pattiyawala,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3845,Wattala,1218055,Mangulpokuna,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3846,Wattala,1218060,Elehiwatta,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3847,Wattala,1218135,Kerawalapitiya,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3848,Wattala,1218125,Mattumagala,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3849,Wattala,1218165,Nayakakanda North,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3850,Wattala,1218145,Balagala,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3851,Wattala,1218150,Dikovita,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3852,Wattala,1218155,Palliyawaththa North,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3853,Wattala,1218140,Matagoda,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3854,Wattala,1218160,Elakanda,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3855,Wattala,1218205,Palliyawatta South,Wattala,Gampaha,Western,19,Wattala,Gampaha,2.68,"4,567"
3856,Ja-Ela,1221090,Niwandama North,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3857,Ja-Ela,1221160,Kalaeliya,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3858,Ja-Ela,1221170,Rilavulla,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3859,Ja-Ela,1221185,Uswatta,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3860,Ja-Ela,1221245,Podiveekumbura,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3861,Ja-Ela,1221210,Batuwatta East,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3862,Ja-Ela,1221205,Batuwatta West,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3863,Ja-Ela,1221255,Narangodapaluwa West,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3864,Ja-Ela,1221230,Nagoda,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3865,Ja-Ela,1221095,Nivandama South,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3866,Ja-Ela,1221010,Dandugama,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3867,Ja-Ela,1221015,Dehiyagatha North,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3868,Ja-Ela,1221020,Kudahakapola North,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3869,Ja-Ela,1221030,Ekala,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3870,Ja-Ela,1221085,Yakkaduwa,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3871,Ja-Ela,1221025,Gallawatta,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3872,Ja-Ela,1221035,Dehiyagatha  South,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3873,Ja-Ela,1221040,Kudahakapola South,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3874,Ja-Ela,1221055,Thudella North,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3875,Ja-Ela,1221045,Ekala Kurunduwatta,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3876,Ja-Ela,1221050,Vishakawatta,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3877,Ja-Ela,1221075,Alexendrawatta,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3878,Ja-Ela,1221060,Thudella West,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3879,Ja-Ela,1221065,Thudella South,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3880,Ja-Ela,1221070,Kanuwana,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3881,Ja-Ela,1221080,Bandigoda,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3882,Ja-Ela,1221105,Maeliya,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3883,Ja-Ela,1221120,Indivitiya,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3884,Ja-Ela,1221115,Weligampitiya North,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3885,Ja-Ela,1221110,Ja-Ela,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3886,Ja-Ela,1221125,Wewala,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3887,Ja-Ela,1221130,Weligamapitiya South,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3888,Ja-Ela,1221135,Thumpeliya,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3889,Ja-Ela,1221100,Batagama North,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3890,Ja-Ela,1221140,Indiminna,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3891,Ja-Ela,1221200,PolpitimookALANA,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3892,Ja-Ela,1221195,Batagama South,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3893,Ja-Ela,1221165,Nedurupitiya,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3894,Ja-Ela,1221155,Kapuwatta,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3895,Ja-Ela,1221175,Kandana East,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3896,Ja-Ela,1221180,Kandana West,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3897,Ja-Ela,1221235,Jayasamarugama,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
3898,Ja-Ela,1221150,Hapugoda West,Ja-Ela,Gampaha,Western,20,Ja-Ela,Gampaha,3.08,"6,072"
