gnd_id,urbanity
3136465,Rural
3127090,Rural
3145270,Rural
3148215,Rural
3154030,Rural
3124195,Rural
3106030,Rural
3154135,Rural
3136110,Rural
3142135,Rural
3124115,Rural
3142080,Rural
3109055,Rural
3151085,Rural
3154020,Rural
3115080,Rural
3145235,Rural
3121085,Rural
3115160,Rural
3109095,Rural
3139020,Rural
3106160,Rural
3127100,Rural
3145090,Rural
3109070,Rural
3121135,Rural
3151205,Rural
3151155,Rural
3109190,Rural
3136140,Rural
3124190,Rural
3112210,Rural
3142190,Rural
3106060,Rural
3127120,Rural
3127095,Rural
3124100,Rural
3106040,Rural
3136385,Rural
3109030,Rural
3103200,Rural
3115030,Rural
3127265,Rural
3127105,Rural
3151065,Rural
3106215,Rural
3133155,Rural
3136040,Rural
3118005,Rural
3112065,Rural
3145055,Rural
3142145,Rural
3112070,Rural
3118045,Rural
3118065,Rural
3112060,Rural
3121025,Rural
3151035,Rural
3145310,Rural
3142215,Rural
3106035,Rural
3145065,Rural
3151160,Rural
3127275,Rural
3130040,Rural
3154090,Rural
3145155,Rural
3103020,Rural
3103210,Rural
3112005,Rural
3151080,Rural
3130015,Rural
3134075,Rural
3109080,Rural
3148010,Rural
3109185,Rural
3148095,Rural
3134050,Rural
3109040,Rural
3109005,Rural
3145305,Rural
3118180,Rural
3103085,Rural
3127250,Rural
3112240,Rural
3151110,Rural
3121130,Rural
3154290,Rural
3127050,Rural
3145175,Rural
3154245,Rural
3136075,Rural
3127255,Rural
3148015,Rural
3103135,Rural
3124160,Rural
3124150,Rural
3103005,Rural
3145125,Rural
3121035,Rural
3106195,Rural
3112085,Rural
3106130,Rural
3145170,Rural
3136380,Rural
3151090,Rural
3109110,Rural
3134005,Rural
3142060,Rural
3121050,Rural
3133070,Rural
3112125,Rural
3103255,Rural
3136470,Rural
3142045,Rural
3106100,Rural
3142200,Rural
3145115,Rural
3142085,Rural
3133120,Rural
3154210,Rural
3134045,Rural
3148070,Rural
3139200,Urban
3136275,Urban
3139090,Urban
3133100,Urban
3136290,Urban
3136245,Urban
3133030,Urban
3136205,Urban
3139215,Urban
3139080,Urban
3139230,Urban
3139050,Urban
3139165,Urban
3133080,Urban
3136220,Urban
3139185,Urban
3133005,Urban
3139195,Urban
3139100,Urban
3136305,Urban
3136200,Urban
3133035,Urban
3139180,Urban
3136285,Urban
3136300,Urban
3139110,Urban
3139055,Urban
3139155,Urban
3139170,Urban
3133040,Urban
3136350,Urban
3136215,Urban
3139150,Urban
3139030,Urban
3139240,Urban
3136270,Urban
3133020,Urban
3139065,Urban
3139060,Urban
3139220,Urban
3139115,Urban
3139160,Urban
3136255,Urban
3139235,Urban
3136260,Urban
3136265,Urban
3136230,Urban
3136340,Urban
3136210,Urban
3139130,Urban
3139135,Urban
3139205,Urban
3139175,Urban
3136345,Urban
3133015,Urban
3139105,Urban
3139190,Urban
3139250,Urban
3139140,Urban
3139145,Urban
3136195,Urban
3136235,Urban
3139210,Urban
3139095,Urban
3136355,Urban
3139120,Urban
3133090,Urban
3136250,Urban
3139245,Urban
3136225,Urban
3133010,Urban
3136240,Urban
3139085,Urban
3139035,Urban
3133025,Urban
3139075,Urban
3139225,Urban
3133085,Urban
3139125,Urban
3133095,Urban
3139070,Urban
3136295,Urban
3136280,Urban
1227190,Rural
1206175,Rural
1227570,Rural
1230225,Rural
1212030,Rural
1227025,Rural
1233145,Rural
1230300,Rural
1230575,Rural
1236025,Rural
1230205,Rural
1215485,Rural
1209470,Rural
1221025,Rural
1230315,Rural
1206275,Rural
1209500,Rural
1230110,Rural
1209030,Rural
1212150,Rural
1206110,Rural
1209185,Rural
1221245,Rural
1227200,Rural
1209545,Rural
1227480,Rural
1233345,Rural
1236075,Rural
1239055,Rural
1212580,Rural
1227260,Rural
1209420,Rural
1224010,Rural
1212585,Rural
1233400,Rural
1215395,Rural
1209455,Rural
1218190,Rural
1209200,Rural
1227390,Rural
1224210,Rural
1206190,Rural
1233040,Rural
1215435,Rural
1233290,Rural
1212485,Rural
1227530,Rural
1233425,Rural
1239090,Rural
1230215,Rural
1227370,Rural
1233130,Rural
1215145,Rural
1227605,Rural
1212115,Rural
1239095,Rural
1215205,Rural
1218045,Rural
1212040,Rural
1227700,Rural
1209040,Rural
1212380,Rural
1206305,Rural
1227335,Rural
1209540,Rural
1212555,Rural
1209495,Rural
1215020,Rural
1215425,Rural
1230020,Rural
1212430,Rural
1230390,Rural
1227195,Rural
1221275,Rural
1224235,Rural
1218130,Rural
1215315,Rural
1215085,Rural
1224420,Rural
1215030,Rural
1212715,Rural
1227090,Rural
1233175,Rural
1206120,Rural
1233310,Rural
1212255,Rural
1230340,Rural
1221285,Rural
1206030,Rural
1230560,Rural
1233395,Rural
1215495,Rural
1230430,Rural
1209450,Rural
1206390,Rural
1239105,Rural
1230355,Rural
1239215,Rural
1224160,Rural
1212110,Rural
1224460,Rural
1230625,Rural
1218080,Rural
1215310,Rural
1230235,Rural
1230490,Rural
1215055,Rural
1218200,Rural
1212420,Rural
1206370,Rural
1227165,Rural
1206105,Rural
1227230,Rural
1215545,Rural
1218050,Rural
1209610,Rural
1212440,Rural
1233330,Rural
1206325,Rural
1224225,Rural
1227395,Rural
1206195,Rural
1230040,Rural
1215565,Rural
1215410,Rural
1230035,Rural
1227040,Rural
1233205,Rural
1233285,Rural
1227630,Rural
1215190,Rural
1221210,Rural
1209395,Rural
1215225,Rural
1209025,Rural
1227640,Rural
1209440,Rural
1212195,Rural
1212245,Rural
1227305,Rural
1206240,Rural
1230605,Rural
1212540,Rural
1206145,Rural
1239075,Rural
1215430,Rural
1212250,Rural
1233250,Rural
1233180,Rural
1230285,Rural
1221085,Rural
1230230,Rural
1215235,Rural
1209120,Rural
1224425,Rural
1209110,Rural
1209580,Rural
1227225,Rural
1233150,Rural
1230515,Rural
1221090,Rural
1209485,Rural
1230445,Rural
1230645,Rural
1227665,Rural
1236145,Rural
1215540,Rural
1212160,Rural
1218120,Rural
1218040,Rural
1224375,Rural
1227140,Rural
1212530,Rural
1227365,Rural
1230280,Rural
1233185,Rural
1206065,Rural
1227175,Rural
1212210,Rural
1209265,Rural
1230255,Rural
1230520,Rural
1224025,Rural
1209390,Rural
1233060,Rural
1209415,Rural
1206380,Rural
1212545,Rural
1227355,Rural
1233010,Rural
1227055,Rural
1212565,Rural
1230495,Rural
1224435,Rural
1221095,Rural
1227255,Rural
1227655,Rural
1230655,Rural
1233170,Rural
1215375,Rural
1212675,Rural
1212690,Rural
1215250,Rural
1212340,Rural
1209155,Rural
1227110,Rural
1230165,Rural
1239140,Rural
1224320,Rural
1209060,Rural
1215405,Rural
1212260,Rural
1212640,Rural
1209435,Rural
1212230,Rural
1212200,Rural
1212490,Rural
1227465,Rural
1227360,Rural
1215475,Rural
1230030,Rural
1212215,Rural
1215590,Rural
1215370,Rural
1230540,Rural
1209385,Rural
1209460,Rural
1215255,Rural
1233435,Rural
1206270,Rural
1236090,Rural
1227740,Rural
1221075,Rural
1233030,Rural
1212550,Rural
1212520,Rural
1236085,Rural
1212270,Rural
1212140,Rural
1230660,Rural
1218055,Rural
1209525,Rural
1227425,Rural
1233355,Rural
1212095,Rural
1227430,Rural
1233245,Rural
1230510,Rural
1236015,Rural
1212155,Rural
1224200,Rural
1233210,Rural
1233240,Rural
1227470,Rural
1215160,Rural
1233370,Rural
1230635,Rural
1233025,Rural
1224350,Rural
1212355,Rural
1215150,Rural
1233350,Rural
1212100,Rural
1233270,Rural
1215110,Rural
1227150,Rural
1215050,Rural
1224360,Rural
1206040,Rural
1227385,Rural
1209380,Rural
1206285,Rural
1227440,Rural
1227565,Rural
1209180,Rural
1230650,Rural
1233420,Rural
1224020,Rural
1227720,Rural
1221050,Rural
1212500,Rural
1230335,Rural
1212315,Rural
1209150,Rural
1230405,Rural
1227045,Rural
1230140,Rural
1221280,Rural
1224340,Rural
1227310,Rural
1212685,Rural
1212305,Rural
1221200,Rural
1224165,Rural
1209585,Rural
1215215,Rural
1239145,Rural
1212330,Rural
1227510,Rural
1221250,Rural
1227235,Rural
1227345,Rural
1227635,Rural
1227460,Rural
1209295,Rural
1212280,Rural
1215550,Rural
1227180,Rural
1230195,Rural
1215340,Rural
1233380,Rural
1221040,Rural
1209130,Rural
1230135,Rural
1227710,Rural
1230045,Rural
1212725,Rural
1227135,Rural
1209275,Rural
1227670,Rural
1221215,Rural
1221035,Rural
1209220,Rural
1227280,Rural
1239190,Rural
1212105,Rural
1206170,Rural
1227705,Rural
1233090,Rural
1227580,Rural
1221150,Rural
1224185,Rural
1233225,Rural
1221270,Rural
1227405,Rural
1209350,Rural
1212335,Rural
1230380,Rural
1209305,Rural
1212180,Rural
1209050,Rural
1206385,Rural
1212605,Rural
1215210,Rural
1236180,Rural
1212455,Rural
1233065,Rural
1209175,Rural
1224440,Rural
1215080,Rural
1209345,Rural
1230265,Rural
1212285,Rural
1233385,Rural
1230460,Rural
1236030,Rural
1230580,Rural
1206150,Rural
1206130,Rural
1227730,Rural
1233080,Rural
1224170,Rural
1209510,Rural
1221240,Rural
1233265,Rural
1221020,Rural
1212570,Rural
1215515,Rural
1209605,Rural
1227610,Rural
1230305,Rural
1209340,Rural
1236040,Rural
1215525,Rural
1206020,Rural
1212045,Rural
1215575,Rural
1221080,Rural
1212290,Rural
1212630,Rural
1233035,Rural
1227035,Rural
1209600,Rural
1212080,Rural
1209080,Rural
1230260,Rural
1209365,Rural
1233320,Rural
1227495,Rural
1230210,Rural
1236155,Rural
1227330,Rural
1233275,Rural
1227240,Rural
1209615,Rural
1218115,Rural
1209520,Rural
1209250,Rural
1215220,Rural
1224390,Rural
1215015,Rural
1230010,Rural
1218035,Rural
1212295,Rural
1212275,Rural
1221140,Rural
1221170,Rural
1215155,Rural
1233055,Rural
1224465,Rural
1209375,Rural
1218140,Rural
1212165,Rural
1209215,Rural
1236105,Rural
1230085,Rural
1236070,Rural
1212615,Rural
1206100,Rural
1233305,Rural
1227750,Rural
1239100,Rural
1224395,Rural
1233390,Rural
1215555,Rural
1206070,Rural
1230070,Rural
1224005,Rural
1233415,Rural
1215060,Rural
1233200,Rural
1227380,Rural
1227085,Rural
1230595,Rural
1209230,Rural
1215380,Rural
1215025,Rural
1209335,Rural
1230375,Rural
1206160,Rural
1212505,Rural
1212385,Rural
1230465,Rural
1209320,Rural
1209270,Rural
1218150,Rural
1233315,Rural
1230385,Rural
1218025,Rural
1209170,Rural
1239080,Rural
1224495,Rural
1239060,Rural
1212300,Rural
1230250,Rural
1212025,Rural
1212670,Rural
1227350,Rural
1227100,Rural
1209595,Rural
1224345,Rural
1212005,Rural
1227435,Rural
1206090,Rural
1230505,Rural
1215285,Rural
1215035,Rural
1206375,Rural
1206355,Rural
1230480,Rural
1230175,Rural
1224450,Rural
1227660,Rural
1209140,Rural
1215100,Rural
1218060,Rural
1227625,Rural
1227120,Rural
1209015,Rural
1206320,Rural
1224445,Rural
1224455,Rural
1239225,Rural
1215450,Rural
1227290,Rural
1215560,Rural
1209280,Rural
1227575,Rural
1230180,Rural
1233095,Rural
1209290,Rural
1227115,Rural
1212370,Rural
1227315,Rural
1224380,Rural
1209045,Rural
1209225,Rural
1209355,Rural
1230545,Rural
1218145,Rural
1218020,Rural
1212085,Rural
1209100,Rural
1230425,Rural
1209165,Rural
1227590,Rural
1239065,Rural
1212710,Rural
1212425,Rural
1230090,Rural
1206310,Rural
1227015,Rural
1239020,Rural
1230005,Rural
1224195,Rural
1215500,Rural
1224400,Rural
1239135,Rural
1209315,Rural
1224415,Rural
1212130,Rural
1233115,Rural
1218015,Rural
1230395,Rural
1233215,Rural
1218065,Rural
1233235,Rural
1236170,Rural
1230155,Rural
1233135,Rural
1212135,Rural
1209055,Rural
1227145,Rural
1233220,Rural
1215320,Rural
1227675,Rural
1227155,Rural
1233160,Rural
1233280,Rural
1224215,Rural
1224505,Rural
1212465,Rural
1206185,Rural
1221175,Rural
1230290,Rural
1215510,Rural
1215075,Rural
1227505,Rural
1230060,Rural
1230350,Rural
1209285,Rural
1236020,Rural
1221235,Rural
1233450,Rural
1224035,Rural
1227300,Rural
1212460,Rural
1230320,Rural
1233190,Rural
1239245,Rural
1209490,Rural
1221255,Rural
1227515,Rural
1215065,Rural
1212590,Rural
1230325,Rural
1212350,Rural
1215260,Rural
1218205,Rural
1233295,Rural
1227170,Rural
1212650,Rural
1224490,Rural
1236095,Rural
1206035,Rural
1239120,Rural
1212075,Rural
1209115,Rural
1230080,Rural
1227075,Rural
1209035,Rural
1206045,Rural
1212320,Rural
1230410,Rural
1233405,Rural
1227095,Rural
1227325,Rural
1209425,Rural
1239165,Rural
1215045,Rural
1212480,Rural
1224220,Rural
1212065,Rural
1215245,Rural
1212645,Rural
1215600,Rural
1230550,Rural
1215095,Rural
1230665,Rural
1224230,Rural
1233300,Rural
1215135,Rural
1239160,Rural
1230535,Rural
1206165,Rural
1233260,Rural
1221145,Rural
1227340,Rural
1224030,Rural
1227490,Rural
1239180,Rural
1206050,Rural
1230620,Rural
1212205,Rural
1215390,Rural
1206250,Rural
1227320,Rural
1206140,Rural
1227520,Rural
1239050,Rural
1209560,Rural
1236035,Rural
1218230,Rural
1218195,Rural
1206135,Rural
1227060,Rural
1227695,Rural
1215170,Rural
1215585,Rural
1227185,Rural
1227245,Rural
1212535,Rural
1230105,Rural
1209565,Rural
1215090,Rural
1206295,Rural
1227105,Rural
1230450,Rural
1227560,Rural
1206180,Rural
1206005,Rural
1212495,Rural
1233455,Rural
1230400,Rural
1230220,Rural
1221100,Rural
1215465,Rural
1215230,Rural
1227420,Rural
1230530,Rural
1239085,Rural
1209090,Rural
1230185,Rural
1212325,Rural
1236010,Rural
1230055,Rural
1221180,Rural
1227020,Rural
1212410,Rural
1233070,Rural
1209245,Rural
1230240,Rural
1209085,Rural
1239125,Rural
1230630,Rural
1212665,Rural
1239110,Rural
1224045,Rural
1212515,Rural
1221165,Rural
1212120,Rural
1230455,Rural
1212365,Rural
1230475,Rural
1233100,Rural
1212610,Rural
1230275,Rural
1212655,Rural
1230025,Rural
1239015,Rural
1227620,Rural
1236060,Rural
1239070,Rural
1227275,Rural
1239025,Rural
1218105,Rural
1236065,Rural
1239235,Rural
1230555,Rural
1215265,Rural
1224405,Rural
1209330,Rural
1224240,Rural
1233075,Rural
1209300,Rural
1215530,Rural
1215335,Rural
1209075,Rural
1230440,Rural
1215185,Rural
1212070,Rural
1230470,Rural
1221055,Rural
1227525,Rural
1233340,Rural
1227220,Rural
1236100,Rural
1239115,Rural
1227080,Rural
1215400,Rural
1212600,Rural
1212735,Rural
1209105,Rural
1209515,Rural
1227645,Rural
1239130,Rural
1209505,Rural
1233005,Rural
1215140,Rural
1233195,Rural
1230150,Rural
1227485,Rural
1230565,Rural
1233445,Rural
1206245,Rural
1209005,Rural
1218210,Rural
1221190,Rural
1221045,Rural
1227685,Rural
1224370,Rural
1209205,Rural
1212405,Rural
1212145,Rural
1212390,Rural
1215440,Rural
1227650,Rural
1227725,Rural
1230345,Rural
1206025,Rural
1206055,Rural
1212435,Rural
1224470,Rural
1227455,Rural
1209475,Rural
1224355,Rural
1230415,Rural
1221015,Rural
1227070,Rural
1224205,Rural
1230370,Rural
1227550,Rural
1224335,Rural
1227285,Rural
1212090,Rural
1209370,Rural
1230500,Rural
1224430,Rural
1239175,Rural
1215130,Rural
1224015,Rural
1215195,Rural
1239210,Rural
1218010,Rural
1215460,Rural
1206060,Rural
1239195,Rural
1239200,Rural
1215415,Rural
1209550,Rural
1221220,Rural
1215005,Rural
1212510,Rural
1233440,Rural
1212470,Rural
1206125,Rural
1212050,Rural
1233015,Rural
1227205,Rural
1215355,Rural
1230420,Rural
1239220,Rural
1227215,Rural
1233375,Rural
1230600,Rural
1221185,Rural
1233430,Rural
1233360,Rural
1209190,Rural
1227680,Rural
1212625,Rural
1209310,Rural
1239040,Rural
1209010,Rural
1212620,Rural
1224480,Rural
1215535,Rural
1230095,Rural
1212035,Rural
1230295,Rural
1209210,Rural
1212015,Rural
1236045,Rural
1233050,Rural
1209135,Rural
1209465,Rural
1215505,Rural
1218135,Rural
1239230,Rural
1218070,Rural
1227745,Rural
1209410,Rural
1227540,Rural
1206365,Rural
1215570,Rural
1227600,Rural
1206095,Rural
1230100,Rural
1212225,Rural
1227410,Rural
1230075,Rural
1218075,Rural
1230585,Rural
1221205,Rural
1212705,Rural
1212660,Rural
1227595,Rural
1215280,Rural
1230435,Rural
1209360,Rural
1230050,Rural
1239155,Rural
1218095,Rural
1227500,Rural
1212310,Rural
1230590,Rural
1212595,Rural
1224365,Rural
1230525,Rural
1209235,Rural
1230015,Rural
1215420,Rural
1212575,Rural
1209575,Rural
1230065,Rural
1224330,Rural
1215580,Rural
1209325,Rural
1233110,Rural
1236160,Rural
1236165,Rural
1230160,Rural
1221010,Rural
1206360,Rural
1218155,Rural
1227005,Rural
1224500,Rural
1233045,Rural
1209020,Rural
1209400,Rural
1206085,Rural
1233460,Rural
1215165,Rural
1209405,Rural
1215115,Rural
1221225,Rural
1230365,Rural
1227265,Rural
1224245,Rural
1215365,Rural
1215480,Rural
1224325,Rural
1215595,Rural
1212360,Rural
1209240,Rural
1227065,Rural
1224475,Rural
1206290,Rural
1209160,Rural
1212415,Rural
1209070,Rural
1215350,Rural
1212450,Rural
1227270,Rural
1218160,Rural
1227125,Rural
1209430,Rural
1230145,Rural
1230120,Rural
1218085,Rural
1227445,Rural
1218090,Rural
1212240,Rural
1209535,Rural
1221005,Rural
1224385,Rural
1212525,Rural
1212695,Rural
1218165,Rural
1215295,Rural
1206015,Rural
1233335,Rural
1224040,Rural
1209255,Rural
1239185,Rural
1212220,Rural
1212560,Rural
1239005,Rural
1233020,Rural
1212265,Rural
1224410,Rural
1212635,Rural
1230190,Rural
1218125,Rural
1221260,Rural
1227030,Rural
1212375,Rural
1239240,Rural
1230610,Rural
1227615,Rural
1233230,Rural
1212235,Rural
1227160,Rural
1233365,Rural
1215455,Rural
1221265,Rural
1218030,Rural
1236050,Rural
1221230,Rural
1212400,Rural
1209530,Rural
1212745,Rural
1209480,Rural
1233325,Rural
1230310,Rural
1212395,Rural
1227545,Rural
1224315,Rural
1221135,Rural
1215040,Rural
1212720,Rural
1212445,Rural
1227400,Rural
1227130,Rural
1233120,Rural
1212475,Rural
1227450,Rural
1230640,Rural
1230485,Rural
1236055,Rural
1212055,Rural
1236150,Rural
1227210,Rural
1209195,Rural
1236175,Rural
1230125,Rural
1215520,Rural
1227010,Rural
1239035,Rural
1212020,Rural
1227050,Rural
1215305,Rural
1227415,Rural
1209095,Rural
1230570,Rural
1230615,Rural
1212060,Rural
1206155,Rural
1227375,Rural
1209125,Rural
1206235,Rural
1221105,Rural
1209260,Rural
1230200,Rural
1227690,Rural
1230330,Rural
1215360,Rural
1227755,Rural
1236080,Rural
1215470,Rural
1227475,Rural
1239030,Rural
1206300,Rural
1215490,Rural
1239205,Rural
1224175,Rural
1215445,Rural
1233105,Rural
1224250,Rural
1227585,Rural
1215070,Rural
1224485,Rural
1218185,Rural
1230270,Rural
1227535,Rural
1212730,Rural
1209145,Rural
1221195,Rural
1224155,Rural
1218100,Rural
1206010,Rural
1224190,Rural
1215200,Rural
1209570,Rural
1209555,Rural
1227250,Rural
1230115,Rural
1233085,Rural
1239010,Rural
1227295,Rural
1227715,Rural
1221030,Rural
1212345,Rural
1206080,Rural
1233165,Rural
1212175,Rural
1239170,Rural
1218110,Rural
1206280,Rural
1215240,Rural
1209590,Rural
1209065,Rural
1215010,Rural
1215605,Rural
1233255,Rural
1233410,Rural
1212680,Rural
1215275,Rural
1215345,Rural
1215385,Rural
1212190,Rural
1215270,Rural
1233155,Rural
1236185,Rural
1224180,Rural
1206075,Rural
1230170,Rural
1215300,Rural
1236005,Rural
1230360,Rural
1206315,Rural
1212010,Rural
1218005,Rural
1239045,Rural
1209445,Rural
1233125,Rural
1230245,Rural
1227735,Rural
1233140,Rural
1212170,Rural
1212125,Rural
1212740,Rural
1212185,Rural
1212700,Rural
1239150,Rural
1227555,Rural
1215325,Rural
1230130,Rural
1206115,Rural
1215105,Rural
1224135,Urban
1206395,Urban
1224150,Urban
1203180,Urban
1203090,Urban
1203040,Urban
1203120,Urban
1224295,Urban
1224085,Urban
1215125,Urban
1224310,Urban
1224070,Urban
1224095,Urban
1215290,Urban
1203165,Urban
1224255,Urban
1236115,Urban
1203030,Urban
1206200,Urban
1224140,Urban
1206225,Urban
1203170,Urban
1206210,Urban
1203015,Urban
1224285,Urban
1215180,Urban
1215330,Urban
1206255,Urban
1218180,Urban
1203095,Urban
1221130,Urban
1218215,Urban
1203020,Urban
1221070,Urban
1203005,Urban
1224130,Urban
1221120,Urban
1203105,Urban
1218220,Urban
1203025,Urban
1203140,Urban
1221125,Urban
1203080,Urban
1224110,Urban
1206350,Urban
1218225,Urban
1236120,Urban
1221115,Urban
1224125,Urban
1203065,Urban
1203100,Urban
1221110,Urban
1203150,Urban
1203175,Urban
1224105,Urban
1224050,Urban
1203115,Urban
1203135,Urban
1203055,Urban
1206220,Urban
1206335,Urban
1203045,Urban
1236135,Urban
1224055,Urban
1224075,Urban
1224100,Urban
1203050,Urban
1224115,Urban
1218175,Urban
1224060,Urban
1203070,Urban
1224290,Urban
1224300,Urban
1221060,Urban
1221155,Urban
1203010,Urban
1206205,Urban
1206265,Urban
1203145,Urban
1203185,Urban
1203190,Urban
1203160,Urban
1203195,Urban
1203125,Urban
1236125,Urban
1203155,Urban
1224265,Urban
1221065,Urban
1203060,Urban
1203035,Urban
1224270,Urban
1218170,Urban
1236110,Urban
1203085,Urban
1206330,Urban
1224080,Urban
1236130,Urban
1224280,Urban
1206260,Urban
1206345,Urban
1215120,Urban
1206230,Urban
1224260,Urban
1224090,Urban
1224065,Urban
1203130,Urban
1203075,Urban
1236140,Urban
1203110,Urban
1224120,Urban
1215175,Urban
1224275,Urban
1224305,Urban
1206215,Urban
1221160,Urban
1206340,Urban
1224145,Urban
3315260,Rural
3324105,Rural
3325045,Rural
3318185,Rural
3330195,Rural
3303085,Rural
3306150,Rural
3309020,Rural
3330085,Rural
3333045,Rural
3303055,Rural
3318215,Rural
3327025,Rural
3312005,Rural
3303030,Rural
3318090,Rural
3324025,Rural
3327035,Rural
3315040,Rural
3321030,Rural
3318180,Rural
3330230,Rural
3325090,Rural
3333015,Rural
3315030,Rural
3321080,Rural
3318055,Rural
3318030,Rural
3309215,Rural
3315240,Rural
3309140,Rural
3325095,Rural
3324070,Rural
3303070,Rural
3318105,Rural
3315190,Rural
3306120,Rural
3325065,Rural
3321300,Rural
3327100,Rural
3330005,Rural
3318130,Rural
3321180,Rural
3330170,Rural
3330155,Rural
3330100,Rural
3306050,Rural
3315225,Rural
3330115,Rural
3306095,Rural
3315235,Rural
3321210,Rural
3303025,Rural
3321135,Rural
3330020,Rural
3333025,Rural
3330250,Rural
3324010,Rural
3315170,Rural
3309090,Rural
3325070,Rural
3312035,Rural
3315270,Rural
3309015,Rural
3303090,Rural
3309165,Rural
3333035,Rural
3309160,Rural
3309055,Rural
3306025,Rural
3315050,Rural
3303015,Rural
3324235,Rural
3327125,Rural
3321275,Rural
3321160,Rural
3330225,Rural
3321060,Rural
3333310,Rural
3315250,Rural
3324275,Rural
3324180,Rural
3315120,Rural
3324280,Rural
3321260,Rural
3327050,Rural
3325240,Rural
3303095,Rural
3333150,Rural
3333145,Rural
3333080,Rural
3330205,Rural
3327005,Rural
3325215,Rural
3325075,Rural
3327135,Rural
3309060,Rural
3303075,Rural
3318145,Rural
3333285,Rural
3321090,Rural
3325030,Rural
3325125,Rural
3330140,Rural
3306105,Rural
3325085,Rural
3325265,Rural
3333205,Rural
3309100,Rural
3321120,Rural
3315115,Rural
3333355,Rural
3333130,Rural
3306090,Rural
3324185,Rural
3306145,Rural
3312045,Rural
3325005,Rural
3325040,Rural
3327120,Rural
3330305,Rural
3306160,Rural
3330235,Rural
3321290,Rural
3315140,Rural
3303035,Rural
3325020,Rural
3325260,Rural
3315125,Rural
3325250,Rural
3315265,Rural
3303005,Rural
3333215,Rural
3315070,Rural
3318205,Rural
3325080,Rural
3330045,Rural
3333135,Rural
3324255,Rural
3330325,Rural
3315230,Rural
3325025,Rural
3315085,Rural
3315035,Rural
3321285,Rural
3333185,Rural
3309155,Rural
3324095,Rural
3324120,Rural
3324265,Rural
3333270,Rural
3324200,Rural
3315055,Rural
3309095,Rural
3309005,Rural
3324150,Rural
3327055,Rural
3333305,Rural
3318250,Rural
3309190,Rural
3315205,Rural
3325115,Rural
3309110,Rural
3321150,Rural
3324230,Rural
3303080,Rural
3318050,Rural
3333095,Rural
3315185,Rural
3315135,Rural
3333020,Rural
3306040,Rural
3315215,Rural
3330110,Rural
3321040,Rural
3324245,Rural
3327075,Rural
3333210,Rural
3318170,Rural
3315090,Rural
3325060,Rural
3325255,Rural
3330035,Rural
3306115,Rural
3333320,Rural
3309065,Rural
3312145,Rural
3330340,Rural
3327090,Rural
3306180,Rural
3321140,Rural
3333260,Rural
3318245,Rural
3330125,Rural
3312010,Rural
3315200,Rural
3321235,Rural
3309045,Rural
3333075,Rural
3309170,Rural
3330355,Rural
3330220,Rural
3312015,Rural
3321110,Rural
3325205,Rural
3318100,Rural
3330290,Rural
3324085,Rural
3330095,Rural
3333090,Rural
3321185,Rural
3303040,Rural
3330120,Rural
3318035,Rural
3321280,Rural
3312085,Rural
3309035,Rural
3312060,Rural
3324210,Rural
3318095,Rural
3330320,Rural
3318010,Rural
3333050,Rural
3321075,Rural
3315275,Rural
3333010,Rural
3330295,Rural
3324080,Rural
3315095,Rural
3309080,Rural
3333030,Rural
3330210,Rural
3309180,Rural
3318070,Rural
3333115,Rural
3324220,Rural
3318220,Rural
3315145,Rural
3333085,Rural
3321050,Rural
3318240,Rural
3303060,Rural
3325185,Rural
3321115,Rural
3327030,Rural
3309115,Rural
3333335,Rural
3312105,Rural
3324130,Rural
3330145,Rural
3330080,Rural
3325230,Rural
3318165,Rural
3333360,Rural
3306060,Rural
3324020,Rural
3306085,Rural
3327070,Rural
3333060,Rural
3321095,Rural
3333265,Rural
3306020,Rural
3330015,Rural
3321195,Rural
3324190,Rural
3315245,Rural
3325055,Rural
3330270,Rural
3327130,Rural
3306130,Rural
3318080,Rural
3333280,Rural
3327045,Rural
3330245,Rural
3306010,Rural
3333140,Rural
3315080,Rural
3333340,Rural
3318150,Rural
3330010,Rural
3312050,Rural
3330200,Rural
3330175,Rural
3321205,Rural
3330070,Rural
3330345,Rural
3321015,Rural
3330065,Rural
3327065,Rural
3312020,Rural
3325165,Rural
3325050,Rural
3330030,Rural
3333055,Rural
3321045,Rural
3324100,Rural
3303065,Rural
3306005,Rural
3324115,Rural
3325245,Rural
3325155,Rural
3315015,Rural
3330165,Rural
3315075,Rural
3330185,Rural
3318065,Rural
3318230,Rural
3330105,Rural
3318020,Rural
3312030,Rural
3330055,Rural
3321085,Rural
3324050,Rural
3312140,Rural
3321245,Rural
3330150,Rural
3321295,Rural
3324155,Rural
3324045,Rural
3333345,Rural
3330255,Rural
3324170,Rural
3309210,Rural
3333160,Rural
3318155,Rural
3321105,Rural
3333245,Rural
3315220,Rural
3325190,Rural
3309050,Rural
3315150,Rural
3321250,Rural
3333180,Rural
3333110,Rural
3309120,Rural
3315180,Rural
3333105,Rural
3306100,Rural
3333190,Rural
3324140,Rural
3324240,Rural
3309130,Rural
3318015,Rural
3324135,Rural
3330025,Rural
3318160,Rural
3333175,Rural
3318235,Rural
3327010,Rural
3330350,Rural
3324030,Rural
3327020,Rural
3315065,Rural
3306030,Rural
3318225,Rural
3321215,Rural
3315045,Rural
3330160,Rural
3325180,Rural
3306065,Rural
3327080,Rural
3309205,Rural
3333275,Rural
3315165,Rural
3315160,Rural
