,dsd_name,fit_wted
170,Mallawapitiya,1.6591834485892891
171,Manmunai North,2.0724554501045067
172,Manmunai P. (Araipattai),0.17637263931666416
173,Manmunai S. and Eruvilpattu,0.48963923953173183
174,Manmunai South - West,-4.468323787714165
175,Manmunai West,-5.884900004345236
176,Mannar Town,-1.2098271504907263
177,Manthai West,-4.472016795251055
178,Maritimepattu,-2.60198388987072
179,Maspotha,0.8666532829924579
180,Matale,1.8432276962209089
181,Matara Four Gravets,3.2056276982809484
182,Mathai East,-4.177270089690366
183,Mathugama,1.0020746903219453
184,Mawanella,1.4923998669627299
185,Mawathagama,0.7198413790802262
186,Medadumbara,-0.4247315087835054
187,Medagama,-2.733458300502634
188,Medawachchiya,-2.714633368737937
189,Medirigiriya,-2.297717855939482
190,Meegahakivula,-2.688691034453514
191,Mihintale,-1.1735878706764744
192,Millaniya,1.2290719267937222
193,Minipe,-1.5351709226062145
194,Minuwangoda,3.0224601479580486
195,Mirigama,1.5962703564039276
196,Moneragala,-1.4017256130419027
197,Moratuwa,7.477164608303084
198,Morawewa,-4.262971316652532
199,Mulatiyana,-0.5587922126502455
200,Mundalama,-1.5504922155786813
201,Musalai,-4.556942243182531
202,Muttur,-0.7863510082089538
203,Nachchadoowa,-1.151659862101366
204,Nagoda,-1.1516996665733135
205,Nallur,2.397412789662154
206,Nanaddan,-3.566555556956753
207,Narammala,0.47641091371094385
208,Nattandiya,1.1197446399296422
209,Naula,-2.0732804249959473
210,Navithanveli,-2.4271730332345767
211,Nawagattegama,-3.2960836298117857
212,Negombo,3.8528679139978634
213,Neluwa,-2.1120902740932386
214,Nikaweratiya,-1.3953363988298761
215,Ninthavur,1.2331319330782258
216,Nivithigala,-1.1771899142328714
217,Niyagama,-0.9969001748137201
218,Nochchiyagama,-2.7004107174817453
219,Nuwara Eliya,-0.04637018539558378
220,Nuwaragam Palatha Central,-1.7670730201461124
221,Nuwaragam Palatha East,2.6642682073222366
222,Oddusuddan,-3.4307915121496753
223,Okewela,-0.4035790140920444
224,Opanayaka,-1.2196464983599886
225,Pachchilaipalli,-3.9781865800143716
226,Padavi Sri Pura,-2.893203682986007
227,Padaviya,-2.3792881343510373
228,Padiyathalawa,-4.723030191495671
229,Padukka,2.291678007861449
230,Paduwasnuwara East,-1.252019670395068
231,Paduwasnuwara West,-0.7804514174545438
232,Palagala,-2.307730422643994
233,Palindanuwara,-1.7340114754680158
234,Pallama,-1.6185669429698633
235,Pallepola,-0.9837486062144949
236,Palugaswewa,-2.849578021613057
237,Panadura,5.467853373784427
238,Pannala,0.17002112573677142
239,Panvila,-1.0537039662461998
240,Pasbage Korale,0.21605134537687112
241,Pasgoda,-1.0688188862251098
242,Passara,-1.0661091832606864
243,Pathadumbara,2.1747348571465195
244,Pathahewaheta,0.6747686481447743
245,Pelmadulla,0.4030346489757094
246,Pitabeddara,-1.3227852953314265
247,Polgahawela,1.0738932733492483
248,Polpithigama,-2.1912447350950437
249,Poojapitiya,1.3468552332711285
250,Poonakary,-4.395293072805173
251,Porativu Pattu,-4.458757020532359
252,Pothuvil,-1.378648865426663
253,Puthukudiyiruppu,-2.788388835332925
254,Puttalam,0.5004356889780394
255,Rajanganaya,-1.146147063017667
256,Rambewa,-2.372143720796234
257,Rambukkana,0.6887580012945397
258,Rasnayakapura,-2.674236798487389
259,Rathmalana,7.022117625113208
260,Ratnapura,0.4657204810473378
261,Rattota,-0.28135781370870133
262,Rideegama,-0.7228426532884642
263,Rideemaliyadda,-3.056325330682653
264,Ruwanwella,0.025250244188351978
265,Sainthamarathu,3.3487668624379325
266,Samanthurai,1.194864219872599
267,Seethawaka,2.178113607919653
268,Seruvila,-2.866151239129257
269,Sewanagala,-1.958262211406003
270,Siyambalanduwa,-5.065766510523191
271,Sooriyawewa,-1.8420996642412952
272,Soranathota,-1.2669357316631675
273,Sri Jayawardanapura Kotte,7.922277423457506
274,Tangalle,0.07735419581995313
275,Thalawa,-1.3735236200249266
276,Thamankaduwa,-1.149920189963774
277,Thambalagamuwa,-1.9557855756891833
278,Thambuttegama,-0.9040295459227943
279,Thanamalwila,-4.594317697252048
280,Thawalama,-2.702012875443149
281,Thenmaradchi (Chavakachcheri),-1.3902372640681913
282,Thihagoda,0.795332052054896
283,Thimbirigasyaya,7.499678870077164
284,Thirappane,-3.1896158157879313
285,Thirukkovil,-1.568409575403789
286,Thumpane,0.41163086313101904
287,Tissamaharama,-1.3828935005202678
288,Trincomalee Town & Gravets,2.278873524323432
289,Tunukkai,-3.1788240942115795
290,Udadumbara,-2.955758847198306
291,Udapalatha,1.6798232020143236
292,Udubaddawa,-0.21413818807695897
293,Udunuwara,2.5075892230891617
294,Uhana,-2.3569756831180175
295,Ukuwela,1.28487896767435
296,Uva Paranagama,0.25327646580604
297,Vadamaradchy East,-2.3332661678000357
298,Vadamaradchy North,0.8459103388874988
299,Valikamam North (Tellipallai),0.14525376462356376
300,Valikamam South (Uduvil),1.0094626828917679
301,Valikamam South-West (Sandilipay),0.6704856619052407
302,Valikamam West (Chankanai),0.18488895803950106
303,Vanathavilluwa,-3.705491661747262
304,Vavuniya,0.07401382431138868
305,Vavuniya North,-5.827710668808791
306,Vavuniya South,-2.9752928275311494
307,Vengalacheddikulam,-3.319373417259767
308,Verugal Eachchilampattu,-3.278229235983372
309,Walallawita,-1.1112359658949462
310,Walapane,-0.8116862561919581
311,Walasmulla,-0.9135873034166123
312,Warakapola,0.49657381021646285
313,Wariyapola,-0.8385445934832978
314,Wattala,5.058112901605258
315,Weeraketiya,-1.2730799112222564
316,Weerambugedara,0.4812746724687725
317,Weligama,2.282144579118747
318,Weligepola,-2.681432785107996
319,Welikanda,-3.469015525718057
320,Welimada,0.7464820260404343
321,Welioya,-4.819538749839724
322,Welipitiya,0.977284103419437
323,Welivitiya-Divithura,-0.1116618454779506
324,Wellawaya,-2.6306792574494016
325,Wennappuwa,2.34600918091175
326,Wilgamuwa,-2.4979991859462625
327,Yakkalamulla,-1.1731705971139532
328,Yatawatta,-0.8757316689254769
329,Yatinuwara,2.5272578201377645
330,Yatiyanthota,-0.7507906807065291
