threshold,precision,recall
2098,0.1854146806482364,0.9974358974358974
2238,0.17381590705987487,0.9974358974358974
2377,0.16407236011779555,1.0
2517,0.15494636471990464,1.0
2657,0.14678208505833648,1.0
2797,0.1394351090454058,1.0
140,0.9214285714285714,0.3333333333333333
280,0.75,0.5426356589147286
420,0.638095238095238,0.6925064599483204
559,0.552772808586762,0.7984496124031008
699,0.47782546494992845,0.8630490956072352
839,0.43146603098927294,0.9354005167958657
979,0.3799795709908069,0.9612403100775194
1119,0.34048257372654156,0.9844961240310077
1259,0.30262112787926926,0.9844961240310077
1398,0.27467811158798283,0.9922480620155039
1538,0.2503250975292588,0.9948320413436692
1678,0.2300357568533969,0.9974160206718347
1818,0.21232123212321233,0.9974160206718347
1958,0.1976506639427988,1.0
2098,0.18446139180171592,1.0
2238,0.17292225201072386,1.0
2377,0.16281026503996635,1.0
2517,0.1537544696066746,1.0
2657,0.14565299209634927,1.0
2797,0.13836253128351805,1.0
140,0.8857142857142857,0.31155778894472363
280,0.7571428571428571,0.5326633165829145
420,0.6428571428571429,0.678391959798995
559,0.5491949910554562,0.7713567839195979
699,0.48354792560801146,0.8492462311557789
839,0.432657926102503,0.9120603015075377
979,0.3840653728294178,0.9447236180904522
1119,0.34137622877569257,0.9597989949748744
1259,0.3057982525814138,0.9673366834170855
1398,0.2782546494992847,0.9773869346733668
1538,0.25487646293888166,0.9849246231155779
1678,0.23480333730631706,0.9899497487437185
1818,0.21672167216721672,0.9899497487437185
1958,0.20224719101123595,0.9949748743718593
2098,0.1892278360343184,0.9974874371859297
2238,0.177390527256479,0.9974874371859297
2377,0.16701724863273032,0.9974874371859297
2517,0.1577274533174414,0.9974874371859297
2657,0.14941663530297328,0.9974874371859297
2797,0.14229531641043977,1.0
140,0.9071428571428571,0.3135802469135803
280,0.7571428571428571,0.5234567901234568
420,0.6476190476190476,0.671604938271605
559,0.5599284436493739,0.7728395061728395
699,0.49642346208869814,0.8567901234567902
839,0.4469606674612634,0.9259259259259259
979,0.39427987742594484,0.9530864197530864
1119,0.35031277926720283,0.9679012345679012
1259,0.3129467831612391,0.9728395061728395
1398,0.2832618025751073,0.9777777777777777
1538,0.2607282184655397,0.9901234567901235
1678,0.2395709177592372,0.9925925925925926
1818,0.22167216721672167,0.9950617283950617
1958,0.20633299284984677,0.9975308641975309
2098,0.19256434699714015,0.9975308641975309
2238,0.1805183199285076,0.9975308641975309
2377,0.16996213714766512,0.9975308641975309
2517,0.16050854191497815,0.9975308641975309
2657,0.15205118554761007,0.9975308641975309
2797,0.14479799785484448,1.0
140,0.9,0.3073170731707317
280,0.7464285714285714,0.5097560975609756
