threshold,precision,recall
1678,0.2359952324195471,0.99
1818,0.21782178217821782,0.99
1958,0.203779366700715,0.9975
2098,0.19018112488083888,0.9975
2238,0.17828418230563003,0.9975
2377,0.16827934371055953,1.0
2517,0.15891934843067143,1.0
2657,0.1505457282649605,1.0
2797,0.14301036825169824,1.0
140,0.8785714285714286,0.3037037037037037
280,0.7642857142857142,0.528395061728395
420,0.669047619047619,0.6938271604938272
559,0.5688729874776386,0.7851851851851852
699,0.5021459227467812,0.8666666666666667
839,0.4445768772348033,0.9209876543209876
979,0.3922369765066394,0.9481481481481482
1119,0.3512064343163539,0.9703703703703703
1259,0.3129467831612391,0.9728395061728395
1398,0.28469241773962806,0.9827160493827161
1538,0.2607282184655397,0.9901234567901235
1678,0.23897497020262218,0.9901234567901235
1818,0.22112211221122113,0.9925925925925926
1958,0.20582226762002043,0.9950617283950617
2098,0.19256434699714015,0.9975308641975309
2238,0.1805183199285076,0.9975308641975309
2377,0.16996213714766512,0.9975308641975309
2517,0.16090584028605484,1.0
2657,0.15242754986827248,1.0
2797,0.14479799785484448,1.0
140,0.8857142857142857,0.3054187192118227
280,0.7392857142857143,0.5098522167487685
420,0.6428571428571429,0.6650246305418719
559,0.5635062611806798,0.7758620689655172
699,0.49642346208869814,0.854679802955665
839,0.4445768772348033,0.9187192118226601
979,0.3953013278855976,0.9532019704433498
1119,0.3521000893655049,0.9704433497536946
1259,0.3145353455123114,0.9753694581280788
1398,0.2861230329041488,0.9852216748768473
1538,0.26202860858257476,0.9926108374384236
1678,0.24135876042908225,0.9975369458128078
1818,0.22277227722772278,0.9975369458128078
1958,0.20735444330949948,1.0
2098,0.19351763584366063,1.0
2238,0.18141197497765862,1.0
2377,0.1708035338662179,1.0
2517,0.1613031386571315,1.0
2657,0.15280391418893488,1.0
2797,0.14515552377547372,1.0
140,0.8857142857142857,0.3220779220779221
280,0.7392857142857143,0.5376623376623376
420,0.6428571428571429,0.7012987012987013
559,0.5509838998211091,0.8
699,0.4721030042918455,0.8571428571428571
839,0.4231227651966627,0.922077922077922
979,0.3718079673135853,0.9454545454545454
1119,0.3342269883824844,0.9714285714285714
1259,0.2978554408260524,0.974025974025974
1398,0.2703862660944206,0.9818181818181818
1538,0.2483745123537061,0.9922077922077922
1678,0.22824791418355184,0.9948051948051948
1818,0.21067106710671066,0.9948051948051948
1958,0.19560776302349336,0.9948051948051948
2098,0.18350810295519543,1.0
2238,0.17202859696157283,1.0
2377,0.16196886832141355,1.0
2517,0.15295987286452126,1.0
2657,0.14490026345502446,1.0
2797,0.13764747944225955,1.0
140,0.8714285714285714,0.3177083333333333
280,0.7285714285714285,0.53125
420,0.6190476190476191,0.6770833333333334
559,0.5241502683363148,0.7630208333333334
699,0.45779685264663805,0.8333333333333334
839,0.4123957091775924,0.9010416666666666
979,0.3687436159346272,0.9401041666666666
1119,0.3315460232350313,0.9661458333333334
1259,0.2962668784749801,0.9713541666666666
1398,0.2703862660944206,0.984375
1538,0.24772431729518857,0.9921875
1678,0.22765196662693682,0.9947916666666666
1818,0.21012101210121012,0.9947916666666666
1958,0.19560776302349336,0.9973958333333334
2098,0.18303145853193517,1.0
2238,0.17158176943699732,1.0
2377,0.16154816996213714,1.0
2517,0.15256257449344457,1.0
2657,0.14452389913436206,1.0
2797,0.13728995352163031,1.0
140,0.9071428571428571,0.3223350253807107
280,0.75,0.5329949238578681
420,0.6285714285714286,0.6700507614213198
559,0.554561717352415,0.7868020304568528
699,0.48497854077253216,0.8604060913705583
839,0.42908224076281287,0.9137055837563451
979,0.3830439223697651,0.9517766497461929
1119,0.34316353887399464,0.9746192893401016
1259,0.30818109610802225,0.9847715736040609
1398,0.2804005722460658,0.9949238578680203
1538,0.25487646293888166,0.9949238578680203
1678,0.23361144219308702,0.9949238578680203
1818,0.2156215621562156,0.9949238578680203
1958,0.20020429009193055,0.9949238578680203
2098,0.1873212583412774,0.9974619289340102
2238,0.17560321715817695,0.9974619289340102
2377,0.16575515355490114,1.0
2517,0.15653555820421136,1.0
2657,0.14828754234098607,1.0
2797,0.14086521272792277,1.0
140,0.8785714285714286,0.30904522613065327
280,0.7535714285714286,0.5301507537688442
420,0.6571428571428571,0.6934673366834171
559,0.5581395348837209,0.7839195979899497
699,0.4907010014306152,0.8618090452261307
839,0.4398092967818832,0.9271356783919598
979,0.3881511746680286,0.9547738693467337
1119,0.34584450402144773,0.9723618090452262
1259,0.30976965845909454,0.9798994974874372
1398,0.2811158798283262,0.9874371859296482
1538,0.25682704811443435,0.992462311557789
1678,0.2359952324195471,0.9949748743718593
1818,0.21837183718371836,0.9974874371859297
1958,0.20275791624106232,0.9974874371859297
2098,0.18970448045757865,1.0
2238,0.1778373547810545,1.0
2377,0.16743794699200673,1.0
2517,0.15812475168851808,1.0
2657,0.14979299962363568,1.0
2797,0.14229531641043977,1.0
140,0.8642857142857143,0.309462915601023
280,0.7321428571428571,0.5242966751918159
420,0.6285714285714286,0.6751918158567775
559,0.5348837209302325,0.7647058823529411
699,0.48497854077253216,0.8670076726342711
839,0.43146603098927294,0.9258312020460358
979,0.37895812053115424,0.948849104859335
1119,0.3378016085790885,0.9667519181585678
1259,0.30262112787926926,0.9744245524296675
1398,0.2753934191702432,0.9846547314578005
1538,0.25227568270481143,0.9923273657289002
1678,0.23182359952324194,0.9948849104859335
1818,0.21397139713971397,0.9948849104859335
1958,0.19918283963227784,0.9974424552429667
2098,0.18589132507149667,0.9974424552429667
2238,0.1742627345844504,0.9974424552429667
2377,0.16449305847707194,1.0
2517,0.15534366309098133,1.0
2657,0.14715844937899888,1.0
2797,0.13979263496603503,1.0
140,0.8642857142857143,0.31025641025641026
280,0.7392857142857143,0.5307692307692308
420,0.65,0.7
559,0.5688729874776386,0.8153846153846154
699,0.4864091559370529,0.8717948717948718
839,0.42789034564958284,0.9205128205128205
979,0.3769152196118488,0.9461538461538461
1119,0.3386952636282395,0.9717948717948718
1259,0.3018268467037331,0.9743589743589743
1398,0.27467811158798283,0.9846153846153847
1538,0.2516254876462939,0.9923076923076923
1678,0.23182359952324194,0.9974358974358974
1818,0.21397139713971397,0.9974358974358974
1958,0.19918283963227784,1.0
2098,0.18589132507149667,1.0
2238,0.1742627345844504,1.0
2377,0.16407236011779555,1.0
2517,0.15494636471990464,1.0
2657,0.14678208505833648,1.0
2797,0.1394351090454058,1.0
140,0.9,0.315
280,0.75,0.525
420,0.6357142857142857,0.6675
559,0.5599284436493739,0.7825
699,0.49213161659513593,0.86
839,0.4410011918951132,0.925
979,0.3922369765066394,0.96
1119,0.3485254691689008,0.975
1259,0.3113582208101668,0.98
1398,0.2825464949928469,0.9875
1538,0.25812743823146944,0.9925
1678,0.23778307508939214,0.9975
1818,0.21947194719471946,0.9975
1958,0.20429009193054137,1.0
2098,0.19065776930409914,1.0
2238,0.17873100983020554,1.0
2377,0.16827934371055953,1.0
2517,0.15891934843067143,1.0
2657,0.1505457282649605,1.0
2797,0.14301036825169824,1.0
140,0.8714285714285714,0.324468085106383
280,0.725,0.5398936170212766
420,0.6142857142857143,0.6861702127659575
559,0.5259391771019678,0.7819148936170213
699,0.46065808297567956,0.8563829787234043
839,0.4123957091775924,0.9202127659574468
979,0.3687436159346272,0.9601063829787234
1119,0.32529043789097406,0.9680851063829787
1259,0.2907069102462272,0.973404255319149
1398,0.26394849785407726,0.9813829787234043
1538,0.2425227568270481,0.9920212765957447
1678,0.22228843861740166,0.9920212765957447
1818,0.20572057205720573,0.9946808510638298
1958,0.19152196118488254,0.9973404255319149
2098,0.17874165872259296,0.9973404255319149
2238,0.1675603217158177,0.9973404255319149
2377,0.15818258308792596,1.0
2517,0.14938418752483115,1.0
2657,0.14151298456906286,1.0
2797,0.13442974615659636,1.0
140,0.9,0.3103448275862069
280,0.7571428571428571,0.5221674876847291
420,0.6761904761904762,0.6995073891625616
559,0.5831842576028623,0.8029556650246306
699,0.5007153075822603,0.8620689655172413
839,0.4433849821215733,0.916256157635468
979,0.39427987742594484,0.9507389162561576
1119,0.353887399463807,0.9753694581280788
1259,0.3161239078633836,0.9802955665024631
1398,0.28683834048640916,0.9876847290640394
1538,0.2613784135240572,0.9901477832512315
1678,0.2401668653158522,0.9926108374384236
1818,0.22167216721672167,0.9926108374384236
1958,0.20735444330949948,1.0
2098,0.19351763584366063,1.0
2238,0.18141197497765862,1.0
2377,0.1708035338662179,1.0
2517,0.1613031386571315,1.0
2657,0.15280391418893488,1.0
2797,0.14515552377547372,1.0
140,0.8785714285714286,0.3170103092783505
280,0.7392857142857143,0.5335051546391752
420,0.6357142857142857,0.6881443298969072
559,0.5456171735241503,0.7860824742268041
699,0.48497854077253216,0.8737113402061856
839,0.42550655542312277,0.9201030927835051
979,0.3748723186925434,0.9458762886597938
1119,0.3360142984807864,0.9690721649484536
1259,0.30103256552819696,0.9768041237113402
1398,0.2739628040057225,0.9871134020618557
1538,0.24967490247074123,0.9896907216494846
1678,0.2300357568533969,0.9948453608247423
1818,0.21232123212321233,0.9948453608247423
1958,0.1976506639427988,0.9974226804123711
2098,0.18446139180171592,0.9974226804123711
2238,0.17292225201072386,0.9974226804123711
2377,0.16281026503996635,0.9974226804123711
2517,0.1537544696066746,0.9974226804123711
2657,0.14565299209634927,0.9974226804123711
2797,0.1387200572041473,1.0
140,0.8928571428571429,0.31645569620253167
280,0.7642857142857142,0.5417721518987342
420,0.669047619047619,0.7113924050632912
559,0.5652951699463328,0.8
699,0.4892703862660944,0.8658227848101265
839,0.4362336114421931,0.9265822784810127
979,0.38202247191011235,0.9468354430379747
1119,0.34048257372654156,0.9645569620253165
1259,0.30420969023034156,0.9696202531645569
1398,0.27682403433476394,0.979746835443038
1538,0.2535760728218466,0.9873417721518988
1678,0.233015494636472,0.9898734177215189
1818,0.2156215621562156,0.9924050632911392
1958,0.20122574055158324,0.9974683544303797
2098,0.1882745471877979,1.0
2238,0.17649687220732796,1.0
2377,0.16617585191417752,1.0
2517,0.15693285657528805,1.0
2657,0.14866390666164847,1.0
2797,0.14122273864855203,1.0
140,0.8714285714285714,0.32020997375328086
280,0.7357142857142858,0.5406824146981627
420,0.6142857142857143,0.6771653543307087
559,0.5223613595706619,0.7664041994750657
699,0.463519313304721,0.8503937007874016
839,0.4171632896305125,0.9186351706036745
979,0.3738508682328907,0.9606299212598425
1119,0.3342269883824844,0.9816272965879265
1259,0.2978554408260524,0.984251968503937
1398,0.26895565092989987,0.9868766404199475
1538,0.24577373211963588,0.9921259842519685
1678,0.22526817640047675,0.9921259842519685
1818,0.20847084708470848,0.994750656167979
1958,0.19458631256384065,1.0
2098,0.18160152526215442,1.0
2238,0.17024128686327078,1.0
2377,0.16028607488430796,1.0
2517,0.15137067938021453,1.0
2657,0.14339480617237485,1.0
2797,0.13621737575974258,1.0
140,0.8571428571428571,0.33519553072625696
280,0.7,0.547486033519553
420,0.6,0.7039106145251397
559,0.5062611806797853,0.7905027932960894
699,0.44206008583690987,0.8631284916201117
839,0.39809296781883197,0.9329608938547486
979,0.34933605720122574,0.9553072625698324
1119,0.3118856121537087,0.9748603351955307
1259,0.27720413026211277,0.9748603351955307
1398,0.2510729613733906,0.9804469273743017
1538,0.23016905071521457,0.9888268156424581
1678,0.21156138259833135,0.9916201117318436
1818,0.19526952695269528,0.9916201117318436
1958,0.18232890704800817,0.9972067039106145
2098,0.1701620591039085,0.9972067039106145
2238,0.15951742627345844,0.9972067039106145
2377,0.15018931426167437,0.9972067039106145
2517,0.14183551847437426,0.9972067039106145
2657,0.13473842679713963,1.0
2797,0.12799427958526993,1.0
140,0.8928571428571429,0.31645569620253167
280,0.7607142857142857,0.5392405063291139
420,0.6642857142857143,0.7063291139240506
559,0.5706618962432916,0.8075949367088607
699,0.4949928469241774,0.8759493670886076
839,0.433849821215733,0.9215189873417722
979,0.38202247191011235,0.9468354430379747
1119,0.34137622877569257,0.9670886075949368
1259,0.30420969023034156,0.9696202531645569
1398,0.2753934191702432,0.9746835443037974
1538,0.252925877763329,0.9848101265822785
1678,0.233015494636472,0.9898734177215189
1818,0.21507150715071507,0.9898734177215189
1958,0.2007150153217569,0.9949367088607595
2098,0.18779790276453764,0.9974683544303797
2238,0.17605004468275245,0.9974683544303797
2377,0.16617585191417752,1.0
2517,0.15693285657528805,1.0
2657,0.14866390666164847,1.0
2797,0.14122273864855203,1.0
140,0.9214285714285714,0.32575757575757575
280,0.8,0.5656565656565656
420,0.669047619047619,0.7095959595959596
559,0.5688729874776386,0.803030303030303
699,0.4949928469241774,0.8737373737373737
839,0.4374255065554231,0.9267676767676768
979,0.38508682328907046,0.952020202020202
1119,0.3449508489722967,0.9747474747474747
1259,0.3073868149324861,0.9772727272727273
1398,0.27896995708154504,0.9848484848484849
1538,0.2555266579973992,0.9924242424242424
1678,0.23480333730631706,0.9949494949494949
1818,0.21727172717271728,0.9974747474747475
1958,0.2017364657814096,0.9974747474747475
2098,0.1882745471877979,0.9974747474747475
2238,0.17649687220732796,0.9974747474747475
2377,0.16617585191417752,0.9974747474747475
2517,0.1573301549463647,1.0
2657,0.14904027098231087,1.0
2797,0.14158026456918127,1.0
140,0.9071428571428571,0.31592039800995025
280,0.7785714285714286,0.5422885572139303
420,0.6619047619047619,0.6915422885572139
559,0.5617173524150268,0.7810945273631841
699,0.49642346208869814,0.8631840796019901
839,0.44576877234803336,0.9303482587064676
979,0.39325842696629215,0.9577114427860697
1119,0.3494191242180518,0.972636815920398
1259,0.3129467831612391,0.9800995024875622
1398,0.28397711015736765,0.9875621890547264
1538,0.258777633289987,0.9900497512437811
1678,0.23897497020262218,0.9975124378109452
1818,0.22057205720572057,0.9975124378109452
1958,0.20531154239019409,1.0
2098,0.19161105815061963,1.0
2238,0.17962466487935658,1.0
2377,0.16912074042911232,1.0
2517,0.15971394517282478,1.0
2657,0.1512984569062853,1.0
2797,0.14372542009295675,1.0
140,0.8857142857142857,0.3092269326683292
280,0.7571428571428571,0.5286783042394015
420,0.6404761904761904,0.6708229426433915
559,0.556350626118068,0.7755610972568578
699,0.49642346208869814,0.8653366583541147
839,0.4433849821215733,0.9276807980049875
979,0.3871297242083759,0.9451371571072319
1119,0.3449508489722967,0.9625935162094763
1259,0.3089753772835584,0.970074812967581
1398,0.2804005722460658,0.9775561097256857
1538,0.25812743823146944,0.9900249376558603
1678,0.23778307508939214,0.9950124688279302
1818,0.21947194719471946,0.9950124688279302
1958,0.20429009193054137,0.9975062344139651
2098,0.19065776930409914,0.9975062344139651
2238,0.17873100983020554,0.9975062344139651
2377,0.16827934371055953,0.9975062344139651
2517,0.15891934843067143,0.9975062344139651
2657,0.1509220925856229,1.0
2797,0.14336789417232748,1.0
140,0.8571428571428571,0.3191489361702128
280,0.7392857142857143,0.550531914893617
420,0.638095238095238,0.7127659574468085
559,0.5420393559928444,0.8058510638297872
699,0.4721030042918455,0.8776595744680851
839,0.42073897497020263,0.9388297872340425
979,0.3687436159346272,0.9601063829787234
1119,0.3288650580875782,0.9787234042553191
1259,0.29388403494837173,0.9840425531914894
1398,0.26680972818311877,0.9920212765957447
1538,0.24317295188556567,0.9946808510638298
1678,0.22288438617401668,0.9946808510638298
1818,0.20627062706270627,0.9973404255319149
1958,0.19152196118488254,0.9973404255319149
2098,0.17921830314585319,1.0
2238,0.1680071492403932,1.0
2377,0.15818258308792596,1.0
2517,0.14938418752483115,1.0
2657,0.14151298456906286,1.0
2797,0.13442974615659636,1.0
140,0.9142857142857143,0.3333333333333333
280,0.7642857142857142,0.5572916666666666
420,0.6523809523809524,0.7135416666666666
559,0.5456171735241503,0.7942708333333334
699,0.47353361945636624,0.8619791666666666
839,0.42550655542312277,0.9296875
979,0.3769152196118488,0.9609375
1119,0.3360142984807864,0.9791666666666666
1259,0.30103256552819696,0.9869791666666666
1398,0.2732474964234621,0.9947916666666666
1538,0.24967490247074123,1.0
1678,0.22884386174016685,1.0
1818,0.21122112211221122,1.0
1958,0.1961184882533197,1.0
2098,0.18303145853193517,1.0
2238,0.17158176943699732,1.0
2377,0.16154816996213714,1.0
2517,0.15256257449344457,1.0
2657,0.14452389913436206,1.0
2797,0.13728995352163031,1.0
140,0.8785714285714286,0.3170103092783505
280,0.7285714285714285,0.5257731958762887
420,0.6476190476190476,0.7010309278350515
559,0.5474060822898033,0.788659793814433
699,0.4721030042918455,0.8505154639175257
839,0.4266984505363528,0.9226804123711341
979,0.37793667007150156,0.9536082474226805
1119,0.3351206434316354,0.9664948453608248
1259,0.29864972200158857,0.9690721649484536
1398,0.2718168812589413,0.979381443298969
1538,0.2503250975292588,0.9922680412371134
1678,0.2306317044100119,0.9974226804123711
1818,0.21287128712871287,0.9974226804123711
1958,0.1976506639427988,0.9974226804123711
2098,0.18446139180171592,0.9974226804123711
2238,0.17292225201072386,0.9974226804123711
2377,0.16281026503996635,0.9974226804123711
2517,0.1537544696066746,0.9974226804123711
2657,0.14565299209634927,0.9974226804123711
2797,0.1387200572041473,1.0
140,0.8928571428571429,0.3306878306878307
280,0.7357142857142858,0.544973544973545
420,0.6523809523809524,0.7248677248677249
559,0.5491949910554562,0.8121693121693122
699,0.47353361945636624,0.8756613756613757
839,0.4135876042908224,0.917989417989418
979,0.3626149131767109,0.9391534391534392
1119,0.3261840929401251,0.9656084656084656
1259,0.29229547259729943,0.9735449735449735
1398,0.26680972818311877,0.9867724867724867
1538,0.2444733420026008,0.9947089947089947
1678,0.22467222884386173,0.9973544973544973
1818,0.20737073707370737,0.9973544973544973
1958,0.19254341164453523,0.9973544973544973
2098,0.17969494756911344,0.9973544973544973
2238,0.16845397676496873,0.9973544973544973
2377,0.15860328144720234,0.9973544973544973
2517,0.1501787842669845,1.0
2657,0.14226571321038767,1.0
2797,0.13514479799785484,1.0
140,0.8928571428571429,0.319693094629156
280,0.7535714285714286,0.5396419437340153
420,0.6571428571428571,0.7058823529411765
559,0.5599284436493739,0.8005115089514067
699,0.48783977110157367,0.8721227621483376
839,0.42908224076281287,0.9207161125319693
979,0.3799795709908069,0.9514066496163683
1119,0.33958891867739055,0.9718670076726342
1259,0.3034154090548054,0.9769820971867008
1398,0.2753934191702432,0.9846547314578005
1538,0.2516254876462939,0.989769820971867
1678,0.23182359952324194,0.9948849104859335
1818,0.2145214521452145,0.9974424552429667
1958,0.19969356486210418,1.0
2098,0.18636796949475692,1.0
2238,0.1747095621090259,1.0
2377,0.16449305847707194,1.0
2517,0.15534366309098133,1.0
2657,0.14715844937899888,1.0
2797,0.13979263496603503,1.0
140,0.9,0.3050847457627119
280,0.7678571428571429,0.5205811138014528
420,0.6619047619047619,0.6731234866828087
559,0.5635062611806798,0.7627118644067796
699,0.5007153075822603,0.847457627118644
839,0.45172824791418353,0.9176755447941889
979,0.4034729315628192,0.9564164648910412
1119,0.3610366398570152,0.9782082324455206
1259,0.3216838760921366,0.9806295399515739
1398,0.29113018597997137,0.9854721549636803
1538,0.2659297789336801,0.9903147699757869
1678,0.24493444576877235,0.9951573849878934
1818,0.22607260726072606,0.9951573849878934
1958,0.21041879468845762,0.9975786924939467
2098,0.19637750238322213,0.9975786924939467
2238,0.1840929401251117,0.9975786924939467
2377,0.17332772402187632,0.9975786924939467
2517,0.16408422725466826,1.0
2657,0.1554384644335717,1.0
2797,0.14765820521987844,1.0
140,0.9142857142857143,0.3273657289002558
280,0.7357142857142858,0.5268542199488491
420,0.6476190476190476,0.6956521739130435
559,0.5474060822898033,0.782608695652174
699,0.48497854077253216,0.8670076726342711
839,0.433849821215733,0.9309462915601023
979,0.3871297242083759,0.969309462915601
1119,0.34316353887399464,0.9820971867007673
1259,0.3050039714058777,0.9820971867007673
1398,0.27682403433476394,0.989769820971867
1538,0.25227568270481143,0.9923273657289002
1678,0.23182359952324194,0.9948849104859335
1818,0.21397139713971397,0.9948849104859335
1958,0.19867211440245147,0.9948849104859335
2098,0.18589132507149667,0.9974424552429667
2238,0.1742627345844504,0.9974424552429667
2377,0.16407236011779555,0.9974424552429667
2517,0.15494636471990464,0.9974424552429667
2657,0.14678208505833648,0.9974424552429667
2797,0.13979263496603503,1.0
140,0.8857142857142857,0.3220779220779221
280,0.7285714285714285,0.5298701298701298
420,0.6261904761904762,0.6831168831168831
559,0.5277280858676208,0.7662337662337663
699,0.46494992846924177,0.8441558441558441
839,0.42073897497020263,0.9168831168831169
979,0.37589376915219613,0.9558441558441558
1119,0.3351206434316354,0.974025974025974
1259,0.29864972200158857,0.9766233766233766
1398,0.2703862660944206,0.9818181818181818
1538,0.247074122236671,0.987012987012987
1678,0.2270560190703218,0.9896103896103896
1818,0.21012101210121012,0.9922077922077922
1958,0.19560776302349336,0.9948051948051948
2098,0.18303145853193517,0.9974025974025974
2238,0.17158176943699732,0.9974025974025974
2377,0.16154816996213714,0.9974025974025974
2517,0.15295987286452126,1.0
2657,0.14490026345502446,1.0
2797,0.13764747944225955,1.0
140,0.85,0.31398416886543534
280,0.7214285714285714,0.5329815303430079
420,0.611904761904762,0.6781002638522428
559,0.5313059033989267,0.783641160949868
699,0.463519313304721,0.8548812664907651
839,0.41477949940405245,0.9182058047493403
979,0.36567926455566907,0.9445910290237467
1119,0.32707774798927614,0.9656992084432717
1259,0.29229547259729943,0.9709762532981531
1398,0.2646638054363376,0.9762532981530343
1538,0.2425227568270481,0.9841688654353562
1678,0.22288438617401668,0.9868073878627969
1818,0.20627062706270627,0.9894459102902374
1958,0.19254341164453523,0.9947229551451188
2098,0.1801715919923737,0.9973614775725593
2238,0.16890080428954424,0.9973614775725593
2377,0.15902397980647875,0.9973614775725593
2517,0.1501787842669845,0.9973614775725593
2657,0.14226571321038767,0.9973614775725593
2797,0.1355023239184841,1.0
140,0.8785714285714286,0.31139240506329113
280,0.75,0.5316455696202531
420,0.6642857142857143,0.7063291139240506
559,0.5706618962432916,0.8075949367088607
699,0.4892703862660944,0.8658227848101265
839,0.43504171632896305,0.9240506329113924
979,0.38508682328907046,0.9544303797468354
1119,0.34226988382484363,0.9696202531645569
1259,0.3050039714058777,0.9721518987341772
1398,0.27753934191702434,0.9822784810126582
1538,0.2542262678803641,0.9898734177215189
1678,0.23480333730631706,0.9974683544303797
1818,0.21672167216721672,0.9974683544303797
1958,0.20122574055158324,0.9974683544303797
2098,0.18779790276453764,0.9974683544303797
2238,0.17605004468275245,0.9974683544303797
2377,0.16575515355490114,0.9974683544303797
2517,0.15653555820421136,0.9974683544303797
2657,0.14866390666164847,1.0
2797,0.14122273864855203,1.0
140,0.8928571428571429,0.319693094629156
280,0.7678571428571429,0.5498721227621484
420,0.6452380952380953,0.6930946291560103
559,0.552772808586762,0.7902813299232737
699,0.4792560801144492,0.8567774936061381
839,0.42789034564958284,0.9181585677749361
979,0.38202247191011235,0.9565217391304348
1119,0.3386952636282395,0.969309462915601
1259,0.30262112787926926,0.9744245524296675
1398,0.2739628040057225,0.979539641943734
1538,0.2516254876462939,0.989769820971867
1678,0.23122765196662692,0.9923273657289002
1818,0.21342134213421343,0.9923273657289002
1958,0.19867211440245147,0.9948849104859335
2098,0.18589132507149667,0.9974424552429667
2238,0.1742627345844504,0.9974424552429667
2377,0.16407236011779555,0.9974424552429667
2517,0.15494636471990464,0.9974424552429667
2657,0.14715844937899888,1.0
2797,0.13979263496603503,1.0
140,0.9,0.3289817232375979
280,0.7428571428571429,0.5430809399477807
420,0.6452380952380953,0.7075718015665796
559,0.554561717352415,0.8093994778067886
699,0.4864091559370529,0.8877284595300261
839,0.42431466030989273,0.9295039164490861
979,0.3738508682328907,0.9556135770234987
1119,0.3324396782841823,0.9712793733681462
1259,0.2978554408260524,0.97911227154047
1398,0.2703862660944206,0.9869451697127938
1538,0.247074122236671,0.9921671018276762
1678,0.22646007151370678,0.9921671018276762
1818,0.20957095709570958,0.9947780678851175
1958,0.19560776302349336,1.0
2098,0.18255481410867494,1.0
2238,0.17113494191242182,1.0
2377,0.16112747160286076,1.0
2517,0.1521652761223679,1.0
2657,0.14414753481369966,1.0
2797,0.13693242760100108,1.0
140,0.8428571428571429,0.29207920792079206
280,0.7178571428571429,0.4975247524752475
420,0.6428571428571429,0.6683168316831684
559,0.5635062611806798,0.7797029702970297
699,0.5007153075822603,0.8663366336633663
839,0.44576877234803336,0.9257425742574258
979,0.39427987742594484,0.9554455445544554
1119,0.3521000893655049,0.9752475247524752
1259,0.3145353455123114,0.9801980198019802
1398,0.28397711015736765,0.9826732673267327
1538,0.2613784135240572,0.995049504950495
1678,0.2401668653158522,0.9975247524752475
1818,0.22167216721672167,0.9975247524752475
1958,0.20633299284984677,1.0
2098,0.19256434699714015,1.0
2238,0.1805183199285076,1.0
2377,0.16996213714766512,1.0
2517,0.16050854191497815,1.0
2657,0.15205118554761007,1.0
2797,0.14444047193421522,1.0
140,0.8857142857142857,0.3171355498721228
280,0.7357142857142858,0.5268542199488491
420,0.6261904761904762,0.6726342710997443
559,0.5509838998211091,0.7877237851662404
699,0.4864091559370529,0.8695652173913043
839,0.432657926102503,0.928388746803069
979,0.38100102145045966,0.9539641943734015
1119,0.3386952636282395,0.969309462915601
1259,0.3034154090548054,0.9769820971867008
1398,0.27467811158798283,0.9820971867007673
1538,0.2516254876462939,0.989769820971867
1678,0.23182359952324194,0.9948849104859335
1818,0.2145214521452145,0.9974424552429667
1958,0.19969356486210418,1.0
2098,0.18636796949475692,1.0
2238,0.1747095621090259,1.0
2377,0.16449305847707194,1.0
2517,0.15534366309098133,1.0
2657,0.14715844937899888,1.0
2797,0.13979263496603503,1.0
140,0.9,0.314214463840399
280,0.7714285714285715,0.5386533665835411
420,0.6523809523809524,0.683291770573566
559,0.5617173524150268,0.7830423940149626
699,0.4907010014306152,0.8553615960099751
839,0.43146603098927294,0.9027431421446384
979,0.3840653728294178,0.9376558603491272
1119,0.34673815907059874,0.9675810473815462
1259,0.30976965845909454,0.972568578553616
1398,0.2825464949928469,0.9850374064837906
1538,0.258777633289987,0.9925187032418953
1678,0.23778307508939214,0.9950124688279302
1818,0.21947194719471946,0.9950124688279302
1958,0.20429009193054137,0.9975062344139651
2098,0.19065776930409914,0.9975062344139651
2238,0.17873100983020554,0.9975062344139651
2377,0.16827934371055953,0.9975062344139651
2517,0.15891934843067143,0.9975062344139651
2657,0.1509220925856229,1.0
2797,0.14336789417232748,1.0
140,0.8714285714285714,0.3160621761658031
280,0.75,0.5440414507772021
420,0.6261904761904762,0.6813471502590673
559,0.5438282647584973,0.7875647668393783
699,0.4792560801144492,0.8678756476683938
839,0.42908224076281287,0.9326424870466321
979,0.3799795709908069,0.9637305699481865
1119,0.3351206434316354,0.9715025906735751
1259,0.2994440031771247,0.9766839378238342
1398,0.271101573676681,0.9818652849740933
1538,0.2483745123537061,0.9896373056994818
1678,0.22824791418355184,0.9922279792746114
1818,0.21122112211221122,0.9948186528497409
1958,0.19662921348314608,0.9974093264248705
2098,0.18350810295519543,0.9974093264248705
2238,0.17202859696157283,0.9974093264248705
2377,0.16238956668068993,1.0
2517,0.15335717123559794,1.0
2657,0.14527662777568687,1.0
2797,0.13800500536288882,1.0
140,0.8785714285714286,0.3219895287958115
280,0.75,0.5497382198952879
420,0.638095238095238,0.7015706806282722
559,0.5474060822898033,0.8010471204188482
699,0.47067238912732473,0.8612565445026178
839,0.4195470798569726,0.9214659685863874
979,0.3707865168539326,0.9502617801047121
1119,0.3333333333333333,0.9764397905759162
1259,0.29706115965051627,0.9790575916230366
1398,0.26895565092989987,0.9842931937172775
1538,0.24577373211963588,0.9895287958115183
1678,0.22586412395709177,0.9921465968586387
1818,0.20847084708470848,0.9921465968586387
1958,0.195097037793667,1.0
2098,0.18207816968541468,1.0
2238,0.17068811438784628,1.0
2377,0.16070677324358434,1.0
2517,0.15176797775129122,1.0
2657,0.14377117049303725,1.0
2797,0.13657490168037184,1.0
140,0.9142857142857143,0.3395225464190981
280,0.7285714285714285,0.5411140583554377
